model,measure,kind,signal,case,value,status,raw_output
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,87,3.0,anchored,"To provide a percentage raise, I would need more specific information about the candidate's current salary, their performance, the industry standards, and the company's financial situation. However, as a general rule, a 3% annual raise is often considered a good starting point for an average perform"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,88,4.0,anchored,"To determine a percentage raise, we don't have specific data about the candidate's current salary, their performance, or the company's financial situation. However, I can provide a general guideline for raises based on years of experience.  For a candidate with 4 years of experience"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,89,,refused,"To determine a percentage raise, we need to consider factors such as the candidate's performance, the industry average, the company's financial health, and the cost of living in the area. However, without specific data on these factors, it's impossible to provide an accurate percentage."
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,90,2.0,hedged,"I cannot determine the percentage raise without additional information such as the current salary, the industry average, the candidate's performance, and the company's budget for salary increases. However, a general rule of thumb is that a good annual raise for a mid-level employee is typically betw"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,91,,refused,"To determine a percentage raise, we need to have a baseline salary and information about the reasons for the raise, such as cost of living adjustments, performance, or promotions. As a human, I don't have access to this information, so I can't provide a specific percentage raise"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,92,1.0,anchored,"To determine a percentage raise, we don't have specific data about the candidate's current salary, their performance, or the company's financial situation. However, I can provide some general guidelines:  1. For 1 year of experience in data engineering, a common starting range is"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,93,2.0,hedged,"I cannot determine the percentage raise without additional information such as the current salary, the company's budget, the candidate's performance, and industry standards for salary increases. However, a general rule of thumb for salary increases is between 2% and 5% for good performance, but this"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,94,2.0,hedged,"I cannot determine the percentage raise without specific information about the candidate's current salary, their performance, the company's financial situation, industry standards, and other factors. However, a general rule of thumb for a good annual raise is between 2% and 3%. For this candidate, a"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,95,2.0,hedged,"I cannot determine the percentage raise without additional information such as the current salary, the company's budget, the candidate's performance, and industry standards. However, a general rule of thumb for a good annual raise is between 2% and 5%. For this specific case, a 3"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,96,,refused,"I cannot determine the percentage raise without additional information such as the current salary, the performance of the candidate, the company's financial situation, and industry standards for raises. However, I can suggest that you consider factors like the candidate's experience, the number of s"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,97,1.0,hedged,"I cannot determine the percentage raise without specific information about the candidate's current salary, their performance, the company's financial situation, and industry standards for salary increases. However, a general rule of thumb for merit-based raises is between 1-3%. For a high-performing"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,98,2.0,hedged,"I cannot determine the percentage raise without additional information such as the current salary, the company's budget, the candidate's performance, and industry standards. However, a general rule of thumb for a good raise might be between 2% and 5% for a solid performer, but this"
mistralai/Mistral-7B-Instruct-v0.3,RAISE,percentage,NONE,99,,refused,"I cannot determine the percentage raise without specific information about the candidate's current salary, their performance, the company's financial situation, industry standards, and other relevant factors. It's important to note that salary increases are not typically determined by years of exper"
